ID with leading,cohort,cohort term,Marital Status,Adjusted Gross Income,Parent Adjusted Gross Income,Father's Highest Grade Level,Mother's Highest Grade Level,Housing,2012 Loan,2012 Scholarship,2012 Work/Study,2012 Grant,2013 Loan,2013 Scholarship,2013 Work/Study,2013 Grant,2014 Loan,2014 Scholarship,2014 Work/Study,2014 Grant,2015 Loan,2015 Scholarship,2015 Work/Study,2015 Grant,2016 Loan,2016 Scholarship,2016 Work/Study,2016 Grant,2017 Loan,2017 Scholarship,2017 Work/Study,2017 Grant
0351887,2016-17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0351924,2016-17,1,Single,0,208401,College,College,On Campus Housing,,,,,,,,,,,,,,,,,,,,,,,,
0351856,2016-17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0352344,2016-17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0352278,2016-17,1,Single,0,86265,High School,College,With Parent,,,,,,,,,,,,,,,,,,,,,,8000,,
0352422,2016-17,1,Single,387,98068,College,College,On Campus Housing,,,,,,,,,,,,,,,,,,,,,12000,,,
0352575,2016-17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0352577,2016-17,1,Single,6620,0,Middle School,Middle School,Off Campus,,,,,,,,,,,,,,,,,,,,,,,,12423
0352623,2016-17,1,Single,0,6494,Unknown,Unknown,On Campus Housing,,,,,,,,,,,,,,,,,,,,,,,,
0353109,2016-17,1,Single,0,0,High School,,On Campus Housing,,,,,,,,,,,,,,,,,,,,,9500,7690.1,,5815
0353130,2016-17,1,Single,0,21028,College,High School,With Parent,,,,,,,,,,,,,,,,,,,,,5500,,1500,9719
0353102,2016-17,1,Single,0,80712,College,High School,Off Campus,,,,,,,,,,,,,,,,,,,,,12500,,,
0353243,2016-17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0353506,2016-17,1,Single,0,26114,High School,High School,With Parent,,,,,,,,,,,,,,,,,,,,,,11605.1,,
0353382,2016-17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0352866,2016-17,1,Divorced,17313,0,,,On Campus Housing,,,,,,,,,,,,,,,,,,,,,,,,7109
0353525,2016-17,1,Single,0,84223,High School,High School,With Parent,,,,,,,,,,,,,,,,,,,,,,11059.05,,765
0353771,2016-17,1,Single,7323,15894,College,,Off Campus,,,,,,,,,,,,,,,,,,,,,,8000,,
0353832,2016-17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,11580.1,,
0353843,2016-17,1,Single,0,16431,Unknown,Unknown,On Campus Housing,,,,,,,,,,,,,,,,,,,,,,9615.1,2000,1965
0353852,2016-17,1,Single,0,14027,College,High School,With Parent,,,,,,,,,,,,,,,,,,,,,,,2200,13573
0353854,2016-17,1,Single,0,3910,Middle School,Unknown,On Campus Housing,,,,,,,,,,,,,,,,,,,,,,11505.1,,
0353988,2016-17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0353919,2016-17,1,Single,0,49643,College,College,Off Campus,,,,,,,,,,,,,,,,,,,,,,,,11505.1
0354208,2016-17,1,Single,0,11293,High School,College,With Parent,,,,,,,,,,,,,,,,,,,,,5500,,,6115
0354315,2016-17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,4000,,
0354363,2016-17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0354426,2016-17,1,Single,0,174015,High School,High School,With Parent,,,,,,,,,,,,,,,,,,,,,,11505.1,,
0354587,2016-17,1,Single,0,9979,High School,Unknown,With Parent,,,,,,,,,,,,,,,,,,,,,,5790.1,,5815
0354714,2016-17,1,Single,14496,22116,Middle School,Unknown,With Parent,,,,,,,,,,,,,,,,,,,,,,5790.05,,
0354242,2016-17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0354657,2016-17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0354843,2016-17,1,Single,0,14890,High School,Middle School,With Parent,,,,,,,,,,,,,,,,,,,,,,4000,,8371.05
0354979,2016-17,1,Single,12163,0,High School,Middle School,Off Campus,,,,,,,,,,,,,,,,,,,,,,,,12423
0355047,2016-17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0355123,2016-17,1,Single,0,76849,College,High School,On Campus Housing,,,,,,,,,,,,,,,,,,,,,24500,,,1902
0355221,2016-17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,8000,,
0355252,2016-17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0355412,2016-17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0355427,2016-17,1,Single,0,96313,College,High School,With Parent,,,,,,,,,,,,,,,,,,,,,,,,
0355723,2016-17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0355726,2016-17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0355728,2016-17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0355922,2016-17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0355789,2016-17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,3344.9,,
0355985,2016-17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0356126,2016-17,1,Single,0,264872,High School,College,With Parent,,,,,,,,,,,,,,,,,,,,,,11505.1,,
0356123,2016-17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0356152,2016-17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,11530.1,,
0355890,2016-17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0355886,2016-17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0355887,2016-17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2028.5
0355900,2016-17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0356244,2016-17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0355891,2016-17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0356246,2016-17,1,Single,0,14503,High School,High School,On Campus Housing,,,,,,,,,,,,,,,,,,,,,9000,,,12423
0356249,2016-17,1,Single,0,51243,High School,College,With Parent,,,,,,,,,,,,,,,,,,,,,,6740.1,,10723
0356392,2016-17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0356464,2016-17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0356465,2016-17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0356561,2016-17,1,Single,700,100180,High School,High School,With Parent,,,,,,,,,,,,,,,,,,,,,5500,,,
0356540,2016-17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,11505.1,,
0356613,2016-17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0356859,2016-17,1,Single,83285,0,Middle School,Middle School,Off Campus,,,,,,,,,,,,,,,,,,,,,,5790.05,,
0356867,2016-17,1,Single,4101,178138,College,High School,With Parent,,,,,,,,,,,,,,,,,,,,,,11505.1,,
0356785,2016-17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0356792,2016-17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0356817,2016-17,1,Divorced,49064,0,Unknown,Unknown,Off Campus,,,,,,,,,,,,,,,,,,,,,3500,3000,,5265
0356823,2016-17,1,Single,0,35385,High School,High School,With Parent,,,,,,,,,,,,,,,,,,,,,,,,13573
0357049,2016-17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0357050,2016-17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0357055,2016-17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0357142,2016-17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0357004,2016-17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0357201,2016-17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,13000,,,
0357288,2016-17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0357345,2016-17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0357313,2016-17,1,Married,59315,0,Unknown,Unknown,Off Campus,,,,,,,,,,,,,,,,,,,,,,,,
0356797,2016-17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0357377,2016-17,1,Single,24503,0,Unknown,Unknown,Off Campus,,,,,,,,,,,,,,,,,,,,,,,,
0357503,2016-17,1,Single,0,47997,High School,High School,With Parent,,,,,,,,,,,,,,,,,,,,,,,,11404.1
0357521,2016-17,1,Single,10480,0,High School,College,Off Campus,,,,,,,,,,,,,,,,,,,,,,,,5346
0357589,2016-17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0357590,2016-17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0357591,2016-17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0357593,2016-17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0357618,2016-17,1,Single,0,13839,High School,High School,With Parent,,,,,,,,,,,,,,,,,,,,,,,,
0357619,2016-17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0357620,2016-17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0357625,2016-17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0357627,2016-17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0357629,2016-17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0357630,2016-17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0357631,2016-17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0357632,2016-17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0357634,2016-17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0357636,2016-17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0357637,2016-17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0357640,2016-17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0357669,2016-17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0357197,2016-17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0357724,2016-17,1,Single,0,27648,College,Middle School,Off Campus,,,,,,,,,,,,,,,,,,,,,,,,12423
0357806,2016-17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0357791,2016-17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0357714,2016-17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0357853,2016-17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0357856,2016-17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0357857,2016-17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0357874,2016-17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0357983,2016-17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0357986,2016-17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0357989,2016-17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0358049,2016-17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,17142.4,,
0358050,2016-17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,17142.4,,
0358054,2016-17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,17142.4,,
0357905,2016-17,1,Single,0,0,College,College,Off Campus,,,,,,,,,,,,,,,,,,,,,,,,3634
0358025,2016-17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0358090,2016-17,1,Single,0,93505,College,College,Off Campus,,,,,,,,,,,,,,,,,,,,,,,,1383
0358492,2016-17,1,Single,14702,0,College,College,On Campus Housing,,,,,,,,,,,,,,,,,,,,,,,,
0358496,2016-17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,12000,,,
0358489,2016-17,1,Single,14793,0,College,College,Off Campus,,,,,,,,,,,,,,,,,,,,,5500,,,4362
0358337,2016-17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0358816,2016-17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0358695,2016-17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0358911,2016-17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0358773,2016-17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0358794,2016-17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0358760,2016-17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0358762,2016-17,1,Married,76709,0,College,High School,With Parent,,,,,,,,,,,,,,,,,,,,,,431,,
0358753,2016-17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0359058,2016-17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0359285,2016-17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0317229,2016-17,1,Single,15392,0,,,Off Campus,,,,,,,,,,,,,,,,,,,,,,,,2133
0325536,2016-17,1,Single,0,102439,High School,Middle School,With Parent,,,,,,,,,,,,,,,,,,,,,,11480.1,,2500
0342013,2016-17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0359065,2016-17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0359327,2016-17,1,Single,0,25679,Unknown,Unknown,With Parent,,,,,,,,,,,,,,,,,,,,,,,,2908
0352713,2016-17,1,Single,0,5340,Middle School,,On Campus Housing,,,,,,,,,,,,,,,,,,,,,,,,13023
0032718,2016-17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0036461,2016-17,3,Single,18572,0,College,College,Off Campus,,,,,,,,,,,,,,,,,,,,,5250,,,1483
0037491,2016-17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0042168,2016-17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0063857,2016-17,3,Single,2824,85944,College,Unknown,With Parent,,,,,,,,,,,,,,,,,,,,,,,,
0066302,2016-17,3,Single,18869,0,College,College,Off Campus,,,,,,,,,,,,,,,,,,,,,4500,,,1433
0069563,2016-17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0073640,2016-17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0074804,2016-17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0077389,2016-17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0079658,2016-17,3,Single,28662,0,High School,Middle School,Off Campus,,,,,,,,,,,,,,,,,,,,,2072,,,1392
0081530,2016-17,3,Single,0,0,College,College,Off Campus,,,,,,,,,,,,,,,,,,,,,,,,6212
0086667,2016-17,3,Single,0,0,Middle School,Middle School,Off Campus,,,,,,,,,,,,,,,,,,,,,10500,,,
0106350,2016-17,3,Single,0,0,High School,High School,Off Campus,,,,,,,,,,,,,,,,,,,,,5250,,,1754
0234658,2016-17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0237369,2016-17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0242345,2016-17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0248890,2016-17,3,Single,0,0,High School,High School,On Campus Housing,,,,,,,,,,,,,,,,,,,,,,1500,,5787
0249048,2016-17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,5790.05,,2907
0249749,2016-17,3,Single,4873,0,High School,High School,Off Campus,,,,,,,,,,,,,,,,,,,,,9638,,,1454
0255708,2016-17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0256895,2016-17,3,Single,7178,0,High School,High School,Off Campus,,,,,,,,,,,,,,,,,,,,,,,,2481
0260459,2016-17,3,Single,0,67500,College,Unknown,With Parent,,,,,,,,,,,,,,,,,,,,,,8000,,
0260870,2016-17,3,Single,2165,0,College,College,With Parent,,,,,,,,,,,,,,,,,,,,,,,,2181
0264750,2016-17,3,Single,0,0,College,College,Off Campus,,,,,,,,,,,,,,,,,,,,,8296,,,6087
0268157,2016-17,3,Married,17480,0,High School,High School,Off Campus,,,,,,,,,,,,,,,,,,,,,3500,,,4853
0268411,2016-17,3,Married,33152,0,High School,High School,Off Campus,,,,,,,,,,,,,,,,,,,,,4500,,,833
0269968,2016-17,3,Single,11665,0,College,High School,Off Campus,,,,,,,,,,,,,,,,,,,,,,,,2125
0271107,2016-17,3,Single,20010,0,High School,High School,With Parent,,,,,,,,,,,,,,,,,,,,,3121,,,2908
0271160,2016-17,3,Single,-3934,0,High School,Unknown,Off Campus,,,,,,,,,,,,,,,,,,,,,6827,,,
0271845,2016-17,3,Married,98912,0,Middle School,Middle School,Off Campus,,,,,,,,,,,,,,,,,,,,,5250,,,
0276542,2016-17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0277472,2016-17,3,Single,0,0,College,College,On Campus Housing,,,,,,,,,,,,,,,,,,,,,5500,,,6513
0278290,2016-17,3,Single,21017,0,High School,Middle School,With Parent,,,,,,,,,,,,,,,,,,,,,6000,,,
0278639,2016-17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0280012,2016-17,3,Single,24136,0,College,High School,Off Campus,,,,,,,,,,,,,,,,,,,,,4500,,,325
0280426,2016-17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0280715,2016-17,3,Single,0,0,Middle School,High School,Off Campus,,,,,,,,,,,,,,,,,,,,,5500,,,3859
0281596,2016-17,3,Single,19497,0,High School,Unknown,Off Campus,,,,,,,,,,,,,,,,,,,,,5500,,,
0282126,2016-17,3,Single,18046,0,Unknown,Unknown,Off Campus,,,,,,,,,,,,,,,,,,,,,4250,,,2181
0285987,2016-17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0286476,2016-17,3,Single,0,0,Unknown,Middle School,Off Campus,,,,,,,,,,,,,,,,,,,,,,,,9270
0286994,2016-17,3,Single,61109,0,High School,High School,Off Campus,,,,,,,,,,,,,,,,,,,,,7000,,,
0288648,2016-17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0288997,2016-17,3,Single,20554,0,College,High School,Off Campus,,,,,,,,,,,,,,,,,,,,,7500,1500,,1083
0291221,2016-17,3,Single,9099,0,College,Unknown,Off Campus,,,,,,,,,,,,,,,,,,,,,,,,5787
0293590,2016-17,3,Married,73296,0,College,High School,Off Campus,,,,,,,,,,,,,,,,,,,,,,,,
0294477,2016-17,3,Single,50826,0,College,College,Off Campus,,,,,,,,,,,,,,,,,,,,,6250,,,
0297311,2016-17,3,Single,0,0,College,High School,Off Campus,,,,,,,,,,,,,,,,,,,,,4750,,,2908
0298199,2016-17,3,Single,65840,0,College,High School,Off Campus,,,,,,,,,,,,,,,,,,,,,,,,
0299301,2016-17,3,Single,23465,32410,High School,Unknown,With Parent,,,,,,,,,,,,,,,,,,,,,8385,,,
0301189,2016-17,3,Single,3732,41117,Unknown,College,Off Campus,,,,,,,,,,,,,,,,,,,,,1750,,,6087
0303313,2016-17,3,,,,,,Off Campus,,,,,,,,,,,,,,,,,,,,,2600,,,
0303403,2016-17,3,Single,7853,0,College,College,Off Campus,,,,,,,,,,,,,,,,,,,,,2750,,,1454
0305782,2016-17,3,Single,16282,0,High School,,Off Campus,,,,,,,,,,,,,,,,,,,,,6250,,,1783
0306778,2016-17,3,Separated,0,0,Middle School,Middle School,Off Campus,,,,,,,,,,,,,,,,,,,,,,,,5787
0307200,2016-17,3,Single,13000,61284,High School,High School,With Parent,,,,,,,,,,,,,,,,,,,,,,,,
0308335,2016-17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0309342,2016-17,3,Single,0,257017,High School,High School,,,,,,,,,,,,,,,,,,,,,,,,,
0310254,2016-17,3,Single,23232,43483,High School,,With Parent,,,,,,,,,,,,,,,,,,,,,5363,,,
0310774,2016-17,3,Single,3265,18450,College,High School,With Parent,,,,,,,,,,,,,,,,,,,,,3000,,,2908
0311845,2016-17,3,Single,3024,45103,College,College,With Parent,,,,,,,,,,,,,,,,,,,,,,,,
0314136,2016-17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0314644,2016-17,3,Married,167960,0,Middle School,High School,Off Campus,,,,,,,,,,,,,,,,,,,,,9500,,,
0315080,2016-17,3,Single,7675,0,College,College,Off Campus,,,,,,,,,,,,,,,,,,,,,2750,,,1454
0316978,2016-17,3,Single,13262,25133,High School,Unknown,On Campus Housing,,,,,,,,,,,,,,,,,,,,,4750,,,5346
0318481,2016-17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0318730,2016-17,3,Single,0,18466,High School,High School,With Parent,,,,,,,,,,,,,,,,,,,,,2821,,,6512
0318752,2016-17,3,Single,4494,24068,Middle School,Middle School,With Parent,,,,,,,,,,,,,,,,,,,,,,,,6211
0319229,2016-17,3,Single,0,19602,College,College,With Parent,,,,,,,,,,,,,,,,,,,,,,,,6212
0320131,2016-17,3,Single,10609,107899,College,College,With Parent,,,,,,,,,,,,,,,,,,,,,,5715.05,,
0320855,2016-17,3,Single,9548,48142,High School,High School,With Parent,,,,,,,,,,,,,,,,,,,,,,2000,,732
0321125,2016-17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0322322,2016-17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0322386,2016-17,3,Married,66767,0,Unknown,Unknown,Off Campus,,,,,,,,,,,,,,,,,,,,,,,,
0323226,2016-17,3,Single,13935,87990,College,Unknown,Off Campus,,,,,,,,,,,,,,,,,,,,,3250,,,
0324703,2016-17,3,Single,2561,0,High School,Unknown,Off Campus,,,,,,,,,,,,,,,,,,,,,,,,5787
0325556,2016-17,3,Single,9729,25690,Unknown,Unknown,With Parent,,,,,,,,,,,,,,,,,,,,,,,,1453
0325883,2016-17,3,Single,2827,40606,High School,High School,With Parent,,,,,,,,,,,,,,,,,,,,,,1000,,4521
0326056,2016-17,3,Single,0,12920,High School,,With Parent,,,,,,,,,,,,,,,,,,,,,,1100,,6212
0326254,2016-17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0326781,2016-17,3,Single,0,19004,College,High School,Off Campus,,,,,,,,,,,,,,,,,,,,,,1000,1500,5502
0330387,2016-17,3,Single,0,0,College,College,Off Campus,,,,,,,,,,,,,,,,,,,,,,2882.05,,2908
0340712,2016-17,3,Separated,26032,0,High School,High School,Off Campus,,,,,,,,,,,,,,,,,,,,,,,,1444
0341070,2016-17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0341174,2016-17,3,Single,0,0,High School,High School,With Parent,,,,,,,,,,,,,,,,,,,,,,,,7968
0341177,2016-17,3,Single,22625,0,College,Unknown,Off Campus,,,,,,,,,,,,,,,,,,,,,3500,,,915
0341185,2016-17,3,Married,40234,0,High School,College,Off Campus,,,,,,,,,,,,,,,,,,,,,2500,,,1454
0341332,2016-17,3,Separated,10600,0,College,College,On Campus Housing,,,,,,,,,,,,,,,,,,,,,,,,5346
0341514,2016-17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0342005,2016-17,3,Separated,67506,0,Middle School,Middle School,Off Campus,,,,,,,,,,,,,,,,,,,,,,1500,,
0342227,2016-17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0342812,2016-17,3,Single,0,21941,Middle School,High School,Off Campus,,,,,,,,,,,,,,,,,,,,,,,,2908
0342963,2016-17,3,Single,11466,45456,College,College,With Parent,,,,,,,,,,,,,,,,,,,,,,,,3307
0343794,2016-17,3,Single,2428,0,College,College,Off Campus,,,,,,,,,,,,,,,,,,,,,9500,,,2908
0343872,2016-17,3,Single,11286,0,High School,High School,Off Campus,,,,,,,,,,,,,,,,,,,,,320,,,1454
0343875,2016-17,3,Single,32404,0,Unknown,College,Off Campus,,,,,,,,,,,,,,,,,,,,,9250,,,
0343923,2016-17,3,Single,7284,84645,Unknown,Middle School,On Campus Housing,,,,,,,,,,,,,,,,,,,,,,,,2083
0344084,2016-17,3,Single,0,0,Unknown,Unknown,With Parent,,,,,,,,,,,,,,,,,,,,,,,,6212
0344349,2016-17,3,Single,0,21275,College,College,Off Campus,,,,,,,,,,,,,,,,,,,,,1750,,,3208
0344598,2016-17,3,Single,0,40251,High School,High School,Off Campus,,,,,,,,,,,,,,,,,,,,,3500,,,2133
0344868,2016-17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0344898,2016-17,3,Single,0,6473,High School,Middle School,With Parent,,,,,,,,,,,,,,,,,,,,,3139,,,6186
0345754,2016-17,3,,,,,,With Parent,,,,,,,,,,,,,,,,,,,,,3750,,,
0346429,2016-17,3,Married,137688,0,High School,High School,Off Campus,,,,,,,,,,,,,,,,,,,,,6250,,,
0346962,2016-17,3,Single,1243,0,College,High School,On Campus Housing,,,,,,,,,,,,,,,,,,,,,5500,,,6212
0347836,2016-17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0347901,2016-17,3,Married,135470,0,High School,High School,Off Campus,,,,,,,,,,,,,,,,,,,,,3500,,,
0347987,2016-17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0348065,2016-17,3,Single,6490,86020,High School,High School,With Parent,,,,,,,,,,,,,,,,,,,,,2678,,,
0348079,2016-17,3,Single,12088,0,High School,High School,With Parent,,,,,,,,,,,,,,,,,,,,,4750,,,2181
0348098,2016-17,3,Single,12022,84814,High School,High School,With Parent,,,,,,,,,,,,,,,,,,,,,,,,1454
0348270,2016-17,3,Single,0,35651,College,High School,With Parent,,,,,,,,,,,,,,,,,,,,,,,,6211
0348613,2016-17,3,Divorced,4185,0,College,College,Off Campus,,,,,,,,,,,,,,,,,,,,,5250,2000,,2908
0348833,2016-17,3,Single,0,16800,Middle School,Middle School,With Parent,,,,,,,,,,,,,,,,,,,,,,,,
0349268,2016-17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0349385,2016-17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0349496,2016-17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0350219,2016-17,3,Single,30301,0,Unknown,Unknown,Off Campus,,,,,,,,,,,,,,,,,,,,,,2000,,
0350501,2016-17,3,Single,8236,0,High School,High School,With Parent,,,,,,,,,,,,,,,,,,,,,,,,1454
0350520,2016-17,3,Single,0,105210,College,College,Off Campus,,,,,,,,,,,,,,,,,,,,,1983,,,
0351100,2016-17,3,Single,0,21414,High School,Middle School,On Campus Housing,,,,,,,,,,,,,,,,,,,,,,5000,,
0351495,2016-17,3,Single,0,40357,High School,High School,On Campus Housing,,,,,,,,,,,,,,,,,,,,,9500,,,4321
0351619,2016-17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0351816,2016-17,3,Single,0,11490,College,Middle School,With Parent,,,,,,,,,,,,,,,,,,,,,,,,6212
0351866,2016-17,3,Single,0,14173,High School,,Off Campus,,,,,,,,,,,,,,,,,,,,,,,,6212
0351967,2016-17,3,Single,0,24222,High School,Middle School,On Campus Housing,,,,,,,,,,,,,,,,,,,,,5500,,,6512
0352211,2016-17,3,Single,1914,43084,College,Unknown,With Parent,,,,,,,,,,,,,,,,,,,,,,,,
0352260,2016-17,3,Single,0,0,High School,High School,With Parent,,,,,,,,,,,,,,,,,,,,,,,,
0352290,2016-17,3,Single,0,60824,High School,,On Campus Housing,,,,,,,,,,,,,,,,,,,,,5500,,,2957
0352396,2016-17,3,Single,0,10041,High School,,On Campus Housing,,,,,,,,,,,,,,,,,,,,,2750,,,2908
0352612,2016-17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0352618,2016-17,3,,,,,,With Parent,,,,,,,,,,,,,,,,,,,,,4500,,,2908
0352621,2016-17,3,,,,,,On Campus Housing,,,,,,,,,,,,,,,,,,,,,,,,2383
